Duration;Src IP Addr;Src Pt;Dst IP Addr;Dst Pt;Packets;class;P;F
19.409;1137;53405;10018;22.0;24;1;1;1
13.594;10079;22;3;2400.0;18;1;1;0
15.327;9535;35045;10018;22.0;7;1;1;1
0.079;10079;8000;10019;64279.0;7;0;1;1
0.078;10079;8000;10019;56714.0;7;0;1;1
0.951;10079;22;7826;23427.0;5;1;1;1
8.4;10079;22;15;46477.0;19;1;1;1
0.346;8827;65444;10018;22.0;2;1;0;0
9.652;10079;22;23;58201.0;19;1;1;1
1.389;10079;445;5852;2671.0;3;1;0;0
18.419;4739;32314;10018;22.0;24;1;1;1
10.339;8;53500;10018;22.0;5;1;1;0
6.351;10079;22;8;57812.0;6;1;1;0
0.0;8736;21733;10018;5358.0;1;1;0;0
0.0;3548;26076;10018;23.0;1;1;0;0
0.058;10079;8000;10019;49430.0;7;0;1;1
0.0;3177;25883;10018;88.0;1;1;0;0
0.0;7872;52852;10018;23.0;1;1;0;0
9.853;10079;22;14;34931.0;20;1;1;1
8.567;11;26463;10018;22.0;17;1;1;1
0.058;10080;62423;10018;8000.0;6;0;1;1
10.683;10079;22;79;59098.0;20;1;1;1
6.364;10079;22;8;58066.0;6;1;1;0
10.724;11;56274;10018;22.0;18;1;1;1
6.867;8;57861;10018;22.0;9;1;1;1
10.275;10079;22;79;38361.0;17;1;1;1
9.95;14;36292;10018;22.0;17;1;1;1
0.0;2990;6941;10018;23.0;1;1;0;0
20.676;10079;22;1137;16222.0;26;1;1;1
0.066;10079;8000;10019;59770.0;7;0;1;1
10.329;24;56176;10018;22.0;19;1;1;1
9.8;10079;22;78;49507.0;19;1;1;1
0.063;10079;8000;10019;60181.0;7;0;1;1
9.666;24;39160;10018;22.0;17;1;1;1
16.613;10079;22;9481;46382.0;22;1;1;1
0.058;10080;49487;10018;8000.0;6;0;1;1
0.078;10080;62726;10018;8000.0;6;0;1;1
18.73;4739;3770;10018;22.0;24;1;1;1
0.055;10079;8000;10019;60869.0;7;0;1;1
0.049;10079;8000;10019;59296.0;7;0;1;1
5.602;10079;22;8;21087.0;5;1;1;0
0.051;10079;8000;10019;57855.0;7;0;1;1
0.054;10079;8000;10019;50960.0;7;0;1;1
0.0;10079;5358;6790;13492.0;1;1;0;0
0.06;10079;8000;10019;50166.0;7;0;1;1
3.154;479;48860;10018;22.0;15;1;1;1
0.0;10079;5910;464;58135.0;1;1;0;0
0.0;6830;32455;10018;5358.0;1;1;0;0
122.876;10079;22;8;44124.0;10;1;1;1
12.32;11;51304;10018;22.0;17;1;1;1
120.481;8;27825;10018;22.0;6;1;1;1
0.053;10079;8000;10019;51463.0;7;0;1;1
10.797;11;50449;10018;22.0;16;1;1;1
19.651;10079;22;1137;53991.0;26;1;1;1
21.749;4708;7933;10018;22.0;26;1;1;1
9.128;10079;22;77;51154.0;19;1;1;1
0.047;10079;8000;10019;61785.0;7;0;1;1
0.423;9949;56116;10018;23.0;8;1;0;0
0.0;9267;64308;10018;7547.0;1;1;0;0
0.943;10079;22;7826;18822.0;5;1;1;1
0.0;9506;45556;10018;23.0;1;1;0;0
0.0;10079;631;999;58022.0;1;1;0;0
0.052;10079;8000;10019;57288.0;7;0;1;1
9.623;77;48890;10018;22.0;17;1;1;1
9.834;10079;22;78;36776.0;19;1;1;1
12.541;10079;22;11;49876.0;19;1;1;1
14.144;10079;22;28;57178.0;24;1;1;1
0.001;10079;23;4627;57442.0;1;1;0;0
0.11;10079;8000;10019;55417.0;7;0;1;1
0.089;10080;49423;10018;8000.0;6;0;1;1
0.039;10080;54604;10018;8000.0;6;0;1;1
0.064;10080;51741;10018;8000.0;6;0;1;1
9.213;10079;22;14;45889.0;19;1;1;1
123.483;10079;22;8;25812.0;16;1;1;1
30.999;10079;22;2036;34100.0;6;1;0;0
0.098;10079;8000;10019;57233.0;7;0;1;1
0.054;10080;60059;10018;8000.0;6;0;1;1
0.064;10080;60185;10018;8000.0;6;0;1;1
96.406;10079;22;8;17610.0;13;1;1;1
0.05;10079;8000;10019;51188.0;7;0;1;1
9.068;10079;22;11;23872.0;19;1;1;1
18.282;11;39272;10018;22.0;18;1;1;1
0.066;10080;53983;10018;8000.0;6;0;1;1
0.061;10080;55862;10018;8000.0;6;0;1;1
38.547;10079;22;8;26173.0;11;1;1;1
9.743;14;37112;10018;22.0;15;1;1;1
0.074;10080;59283;10018;8000.0;6;0;1;1
0.039;10079;8000;10019;54845.0;7;0;1;1
9.399;11;26711;10018;22.0;15;1;1;1
0.0;1837;36819;10018;7001.0;1;1;0;0
0.0;10079;2323;2476;36706.0;1;1;0;0
9.252;10079;22;14;36246.0;19;1;1;1
0.056;10080;64858;10018;8000.0;6;0;1;1
0.073;10080;59174;10018;8000.0;5;0;1;1
18.575;1137;19232;10018;22.0;27;1;1;1
0.052;10080;61285;10018;8000.0;6;0;1;1
0.934;10079;22;7826;9922.0;5;1;1;1
0.058;10080;64616;10018;8000.0;6;0;1;1
0.047;10079;8000;10019;62337.0;7;0;1;1
8.67;10079;22;23;37659.0;19;1;1;1
0.0;164;20429;10018;5358.0;1;1;0;0
30.999;10079;22;2267;32548.0;6;1;0;0
0.055;10079;8000;10019;58494.0;7;0;1;1
9.834;78;51024;10018;22.0;17;1;1;1
121.858;10079;22;8;63378.0;4;1;1;1
0.063;10079;8000;10019;53677.0;7;0;1;1
11.08;11;52070;10018;22.0;18;1;1;1
6.91;8428;53251;10018;22.0;9;1;1;1
0.087;10079;8000;10019;50414.0;7;0;1;1
0.001;4282;46422;10018;23.0;1;1;0;0
0.096;10080;53081;10018;8000.0;6;0;1;1
0.0;2678;19303;10018;23.0;1;1;0;0
0.082;10079;8000;10019;52901.0;7;0;1;1
12.132;78;60669;10018;22.0;7;1;1;1
7.12;479;46421;10018;22.0;16;1;1;1
0.052;10079;8000;10019;60379.0;7;0;1;1
10.139;17;55692;10018;22.0;15;1;1;1
19.488;10079;22;1137;23397.0;26;1;1;1
0.09;10080;39027;10018;8000.0;7;0;1;1
0.054;10080;58618;10018;8000.0;6;0;1;1
9.334;11;21187;10018;22.0;16;1;1;1
0.096;10080;63451;10018;8000.0;6;0;1;1
0.0;10079;5358;4114;5364.0;1;1;0;0
135.487;10079;22;7;29302.0;10;1;1;1
0.357;8831;16514;10018;22.0;2;1;0;0
0.09;10079;8000;10019;51789.0;7;0;1;1
0.058;10080;62605;10018;8000.0;6;0;1;1
0.0;6159;7334;10018;23.0;1;1;0;0
0.065;10079;8000;10019;62324.0;7;0;1;1
0.0;7550;3342;10018;23.0;1;1;0;0
0.056;10080;59583;10018;8000.0;6;0;1;1
8.357;11;63610;10018;22.0;17;1;1;1
0.0;4789;5337;10018;5080.0;1;1;0;0
0.065;10080;49626;10018;8000.0;6;0;1;1
0.055;10080;62697;10018;8000.0;6;0;1;1
0.0;6002;48535;10018;3389.0;1;1;0;0
0.067;10079;8000;10019;51936.0;7;0;1;1
0.066;10080;52771;10018;8000.0;6;0;1;1
0.0;2671;57294;10018;23.0;1;1;0;0
8.98;16;37353;10018;22.0;17;1;1;1
0.067;10079;8000;10019;62021.0;7;0;1;1
0.051;10080;56920;10018;8000.0;6;0;1;1
9.533;10079;22;23;42074.0;19;1;1;1
0.07;10080;61641;10018;8000.0;6;0;1;1
0.05;10079;8000;10019;54871.0;7;0;1;1
123.458;10079;22;8;17519.0;14;1;1;1
0.051;10079;8000;10019;55775.0;7;0;1;1
84.667;8;14278;10018;22.0;5;1;1;1
0.0;1712;29412;10018;23.0;1;1;0;0
0.082;6372;58095;10018;22.0;2;1;0;0
0.062;10080;50247;10018;8000.0;6;0;1;1
29.184;4708;50665;10018;22.0;23;1;1;1
22.303;79;35007;10018;22.0;17;1;1;1
5.102;2315;50634;10018;8000.0;5;1;1;1
0.0;3116;40386;10018;6667.0;1;1;0;0
11.704;10079;22;3;1121.0;18;1;1;0
9.533;10079;22;77;43045.0;19;1;1;1
120.475;8;51289;10018;22.0;5;1;1;1
0.079;10080;64313;10018;8000.0;6;0;1;1
0.0;10079;520;283;39226.0;1;1;0;0
121.686;10079;22;8;58814.0;7;1;1;1
0.07;3453;47787;10018;3389.0;2;1;0;0
20.42;10079;22;1137;50559.0;26;1;1;1
2.527;8319;61374;10018;22.0;12;1;0;0
0.062;10080;50921;10018;8000.0;6;0;1;1
0.057;10080;51679;10018;8000.0;6;0;1;1
0.044;10080;63244;10018;8000.0;6;0;1;1
12.867;10079;22;11;18112.0;25;1;1;1
66.374;10079;22;8;47292.0;8;1;1;0
0.0;872;22974;10018;23.0;1;1;0;0
24.758;3;3356;10018;22.0;16;1;1;0
9.908;15;46841;10018;22.0;15;1;1;1
0.043;10080;61142;10018;8000.0;5;0;1;1
15.657;10079;22;9304;4545.0;18;1;1;0
0.06;10080;62438;10018;8000.0;5;0;1;1
9.268;10079;22;23;56809.0;19;1;1;1
0.079;10079;8000;10019;50073.0;7;0;1;1
0.052;10079;8000;10019;55106.0;7;0;1;1
120.935;8;55684;10018;22.0;6;1;1;1
25.308;4739;8444;10018;22.0;26;1;1;0
8.509;8;39796;10018;22.0;3;1;0;0
8.461;78;38353;10018;22.0;17;1;1;1
31.423;10079;22;8;18584.0;6;1;0;0
8.858;14;47550;10018;22.0;15;1;1;1
0.05;10080;50994;10018;8000.0;6;0;1;1
91.068;10079;22;8;15818.0;14;1;1;1
0.126;10080;60951;10018;8000.0;6;0;1;1
11.928;11;59694;10018;22.0;18;1;1;1
0.048;10079;8000;10019;52542.0;7;0;1;1
0.054;10080;60975;10018;8000.0;6;0;1;1
0.074;10080;64206;10018;8000.0;6;0;1;1
0.0;4129;23451;10018;23.0;1;1;0;0
0.06;10080;60391;10018;8000.0;6;0;1;1
8.651;10079;22;17;46417.0;19;1;1;1
10.197;10079;22;77;50237.0;19;1;1;1
13.101;10079;22;11;35259.0;23;1;1;1
0.067;10080;64590;10018;8000.0;6;0;1;1
13.385;10079;22;9304;3377.0;18;1;1;0
13.631;11;63634;10018;22.0;11;1;1;1
0.099;10079;8000;10019;59834.0;7;0;1;1
120.849;8;52867;10018;22.0;7;1;1;1
18.003;10079;22;4718;10188.0;26;1;1;1
0.0;10079;8888;1336;50258.0;1;1;0;0
12.555;11;45708;10018;22.0;17;1;1;1
0.053;10079;8000;10019;65287.0;7;0;1;1
10.272;10079;22;15;32888.0;19;1;1;1
10.465;79;57065;10018;22.0;17;1;1;1
0.0;10079;5358;5717;54826.0;1;1;0;0
0.074;10079;8000;10019;60640.0;7;0;1;1
9.212;6018;20093;10018;22.0;14;1;1;1
2.088;10079;22;3552;44482.0;14;1;1;1
17.547;4740;29282;10018;22.0;26;1;1;1
0.078;10080;51269;10018;8000.0;6;0;1;1
0.0;9642;53456;10018;5358.0;1;1;0;0
0.101;10079;8000;10019;61830.0;7;0;1;1
10.486;10079;22;11;42913.0;20;1;1;1
1.037;10080;52411;10018;8000.0;6;0;1;1
0.054;10080;57579;10018;8000.0;6;0;1;1
0.08;10080;56127;10018;8000.0;6;0;1;1
10.451;10079;22;15;42500.0;20;1;1;1
0.049;10079;8000;10019;50259.0;7;0;1;1
18.986;10079;22;9481;45644.0;28;1;1;1
0.0;10079;23;8256;53178.0;1;1;0;0
0.947;10079;22;7826;55527.0;5;1;1;1
8.773;10079;22;8;21533.0;9;1;1;0
96.406;8;17610;10018;22.0;6;1;1;1
0.0;10079;23;9284;39177.0;1;1;0;0
1.077;7059;4431;10018;445.0;3;1;0;0
0.062;10080;50397;10018;8000.0;6;0;1;1
2.608;34;64665;10018;22.0;14;1;0;0
8.429;8;56162;10018;22.0;3;1;0;0
0.0;3588;52199;10018;3389.0;1;1;0;0
0.054;10079;8000;10019;50612.0;7;0;1;1
0.059;10079;8000;10019;65430.0;7;0;1;1
41.12;10079;22;8;33681.0;11;1;1;1
0.0;10079;0;253;0.0;1;1;0;0
61.263;10079;22;8;20333.0;12;1;1;1
0.05;10079;8000;10019;49398.0;7;0;1;1
15.476;8;22911;10018;22.0;2;1;0;0
0.0;10079;23;3847;39966.0;1;1;0;0
0.055;10079;8000;10019;58241.0;7;0;1;1
122.864;8;45567;10018;22.0;5;1;0;1
0.056;10080;59920;10018;8000.0;6;0;1;1
19.294;10079;22;1137;44664.0;26;1;1;1
0.05;10079;8000;10019;51680.0;7;0;1;1
0.0;6034;10982;10018;1042.0;1;1;0;0
18.515;10079;22;1137;24165.0;26;1;1;1
31.458;10079;22;5425;31249.0;6;1;0;0
1.209;10079;4899;1656;54219.0;3;1;0;0
0.057;10079;8000;10019;58457.0;7;0;1;1
0.051;10080;63706;10018;8000.0;6;0;1;1
7.168;10079;22;5743;54577.0;12;1;1;1
21.242;10079;22;7;51666.0;10;1;1;1
0.077;10079;8000;10019;52253.0;7;0;1;1
0.055;10080;52249;10018;8000.0;6;0;1;1
8.737;16;56443;10018;22.0;17;1;1;1
0.0;3165;58022;10018;16992.0;1;1;0;0
21.498;10079;22;8;35680.0;7;1;1;1
9.315;14;58629;10018;22.0;17;1;1;1
120.917;8;37632;10018;22.0;7;1;1;1
19.473;4740;56634;10018;22.0;24;1;1;1
12.636;1137;30880;10018;22.0;12;1;1;1
0.044;10080;58093;10018;8000.0;6;0;1;1
9.664;79;33604;10018;22.0;17;1;1;1
10.396;10079;22;24;52294.0;19;1;1;1
7.196;10079;22;5743;18373.0;12;1;1;1
21.498;4708;48709;10018;22.0;26;1;1;1
0.067;10079;8000;10019;64561.0;7;0;1;1
2.341;10079;22;479;52088.0;13;1;1;1
1.013;10080;53444;10018;8000.0;6;0;1;1
8.907;11;57653;10018;22.0;15;1;1;1
0.062;10080;50163;10018;8000.0;6;0;1;1
20.827;4740;6028;10018;22.0;24;1;1;1
120.932;10079;22;8;57834.0;13;1;1;1
0.096;10080;64586;10018;8000.0;6;0;1;1
8.471;10079;22;11;44818.0;19;1;1;1
0.0;9394;46389;10018;3395.0;1;1;0;0
10.564;10079;22;11;59472.0;21;1;1;1
0.096;10079;8000;10019;58807.0;7;0;1;1
0.05;10080;54528;10018;8000.0;6;0;1;1
0.0;9907;3900;10018;23.0;1;1;0;0
0.052;10080;52633;10018;8000.0;6;0;1;1
15.234;9355;3251;10018;22.0;15;1;1;0
0.052;10079;8000;10019;61089.0;7;0;1;1
0.055;10079;8000;10019;62799.0;7;0;1;1
0.059;10079;8000;10019;50797.0;7;0;1;1
2.428;479;54321;10018;22.0;13;1;1;1
19.5;4739;51308;10018;22.0;24;1;1;1
9.767;10079;22;79;48659.0;19;1;1;1
0.053;10080;59316;10018;8000.0;6;0;1;1
0.104;10080;58252;10018;8000.0;6;0;1;1
1.554;8468;2005;10018;445.0;3;1;0;0
7.43;10079;22;1592;59828.0;14;1;1;1
0.092;10080;51175;10018;8000.0;6;0;1;1
0.31;988;43167;10018;22.0;2;1;0;0
0.072;10079;8000;10019;63820.0;7;0;1;1
0.066;10079;8000;10019;52114.0;7;0;1;1
0.052;10080;64825;10018;8000.0;6;0;1;1
0.973;7870;36625;10018;22.0;6;1;1;1
10.218;10079;22;11;62323.0;19;1;1;1
0.0;10079;0;6745;0.0;1;1;0;0
10.033;10079;22;78;36020.0;19;1;1;1
19.97;1137;61750;10018;22.0;24;1;1;1
0.072;10079;8000;10019;58339.0;7;0;1;1
0.001;1614;41521;10018;389.0;1;1;0;0
2.605;10079;22;8273;34312.0;12;1;1;1
5.55;11;29338;10018;22.0;7;1;1;1
0.056;10080;51957;10018;8000.0;6;0;1;1
27.947;4708;24966;10018;22.0;29;1;1;1
0.05;10080;59197;10018;8000.0;6;0;1;1
19.593;10079;22;4719;5368.0;32;1;1;1
0.081;10080;60643;10018;8000.0;6;0;1;1
0.047;10079;8000;10019;58404.0;7;0;1;1
0.0;10079;1434;1011;6000.0;1;1;0;0
0.073;10079;8000;10019;63484.0;7;0;1;1
0.0;10079;23;9796;35564.0;1;1;0;0
9.102;10079;22;16;34125.0;19;1;1;1
0.056;10079;8000;10019;52306.0;7;0;1;1
14.039;3;4564;10018;22.0;13;1;1;0
122.493;8;11629;10018;22.0;4;1;1;1
18.048;4441;41063;10018;22.0;24;1;1;1
10.527;15;50626;10018;22.0;15;1;1;1
9.38;10079;22;78;39525.0;19;1;1;1
0.0;7944;21822;10018;23.0;1;1;0;0
0.047;10079;8000;10019;53468.0;7;0;1;1
5.103;10079;8000;2305;52649.0;3;1;0;1
9.595;11;45371;10018;22.0;15;1;1;1
9.643;14;47755;10018;22.0;17;1;1;1
0.0;7067;39118;10018;23.0;1;1;0;0
0.0;10079;23;600;5939.0;1;1;0;0
22.167;10079;22;4718;51754.0;26;1;1;1
0.054;10080;62765;10018;8000.0;6;0;1;1
9.089;10079;22;17;55764.0;19;1;1;1
19.341;10079;22;4718;22456.0;26;1;1;1
0.046;10080;63622;10018;8000.0;6;0;1;1
0.085;10080;52210;10018;8000.0;6;0;1;1
0.0;10079;23;522;12936.0;1;1;0;0
0.083;10080;51066;10018;8000.0;6;0;1;1
0.077;10080;1190;10018;8000.0;6;0;1;1
0.959;7870;15370;10018;22.0;6;1;1;1
9.851;10079;22;28;44878.0;19;1;1;1
0.087;10079;8000;10019;56191.0;7;0;1;1
5.761;10079;22;11;20974.0;8;1;1;1
22.063;10079;22;4687;5095.0;26;1;1;1
89.834;8;40575;10018;22.0;4;1;1;1
0.0;10079;23;9614;41070.0;1;1;0;0
0.064;10079;8000;10019;53639.0;7;0;1;1
11.227;10079;22;78;42715.0;20;1;1;1
9.739;10079;22;11;16956.0;22;1;1;1
14.111;9355;4088;10018;22.0;14;1;1;0
0.061;10080;52374;10018;8000.0;6;0;1;1
8.304;77;59784;10018;22.0;17;1;1;1
10.268;10079;22;840;50127.0;19;1;1;1
0.06;10079;8000;10019;56905.0;7;0;1;1
9.777;23;54861;10018;22.0;17;1;1;1
0.678;10079;22;1592;55660.0;4;1;1;1
5.804;8;23997;10018;22.0;7;1;1;1
0.048;10079;8000;10019;63828.0;7;0;1;1
8.713;14;45275;10018;22.0;17;1;1;1
10.369;10079;22;8447;39937.0;17;1;1;1
0.064;10080;61584;10018;8000.0;6;0;1;1
122.856;8;18638;10018;22.0;6;1;1;0
0.053;10079;8000;10019;65225.0;7;0;1;1
0.056;10079;8000;10019;57288.0;7;0;1;1
0.055;10079;8000;10019;59018.0;7;0;1;1
5.742;11;28390;10018;22.0;6;1;1;1
0.086;10079;8000;10019;54318.0;7;0;1;1
14.463;4602;3237;10018;22.0;13;1;1;0
0.045;10079;8000;10019;58762.0;7;0;1;1
9.137;10079;22;79;45489.0;19;1;1;1
12.334;10079;22;15;42173.0;24;1;1;1
9.052;17;59078;10018;22.0;17;1;1;1
0.047;10079;8000;10019;57596.0;7;0;1;1
0.0;10079;2323;370;12810.0;1;1;0;0
9.982;14;44535;10018;22.0;17;1;1;1
5.915;10079;22;8;40992.0;9;1;1;1
18.221;10079;22;4719;1268.0;26;1;1;1
0.069;10079;1489;1482;44805.0;1;1;0;0
0.0;10079;23;9380;52899.0;1;1;0;0
15.033;6018;63852;10018;22.0;10;1;1;1
10.198;14;43582;10018;22.0;15;1;1;1
3.032;10079;22;8273;52872.0;12;1;1;1
0.0;6736;39476;10018;23.0;1;1;0;0
5.943;8;63320;10018;22.0;8;1;1;1
120.887;10079;22;8;62131.0;4;1;1;1
0.077;10080;64033;10018;8000.0;6;0;1;1
0.0;10079;23;9406;55459.0;1;1;0;0
0.055;10079;8000;10019;50936.0;7;0;1;1
7.813;11;39551;10018;22.0;15;1;1;1
6.24;10079;22;8;15482.0;4;1;1;0
23.757;10080;38521;10018;22.0;64;0;1;1
9.761;10079;22;17;42632.0;19;1;1;1
0.0;10079;3395;1097;34936.0;1;1;0;0
10.243;15;55208;10018;22.0;15;1;1;1
9.045;17;52365;10018;22.0;17;1;1;1
0.079;10080;57078;10018;8000.0;6;0;1;1
9.604;11;20114;10018;22.0;15;1;1;1
0.0;1051;46919;10018;25.0;1;1;0;0
6.394;8;12767;10018;22.0;6;1;1;1
0.0;4221;43898;10018;992.0;1;1;0;0
0.0;1459;40831;10018;5358.0;1;1;0;0
9.69;11;56538;10018;22.0;16;1;1;1
22.79;4739;35672;10018;22.0;27;1;1;1
9.866;78;56170;10018;22.0;17;1;1;1
7.295;8;15242;10018;22.0;7;1;1;1
8.255;10079;22;11;26188.0;20;1;1;1
0.076;10079;8000;10019;64043.0;7;0;1;1
18.936;10079;22;4718;37384.0;26;1;1;1
1.25;8362;50789;10018;22.0;6;1;1;1
9.901;10079;22;11;22970.0;20;1;1;1
0.966;10079;22;7826;45807.0;5;1;1;1
12.149;10079;22;8;36462.0;9;1;1;0
11.081;77;35315;10018;22.0;20;1;1;1
0.055;10080;53895;10018;8000.0;6;0;1;1
9.233;28;34891;10018;22.0;18;1;1;1
5.546;10079;22;11;37805.0;8;1;1;1
122.781;10079;22;7;46653.0;8;1;1;1
17.536;7353;49690;10018;22.0;19;1;1;1
0.055;10080;57260;10018;8000.0;6;0;1;1
0.042;10080;52203;10018;8000.0;6;0;1;1
0.0;7439;51044;10018;5358.0;1;1;0;0
0.055;10079;8000;10019;63535.0;7;0;1;1
0.038;10079;8000;10019;59400.0;7;0;1;1
10.607;10079;22;78;51433.0;19;1;1;1
9.787;10079;22;77;48201.0;19;1;1;1
0.056;10080;50245;10018;8000.0;6;0;1;1
0.0;47;5071;10018;5060.0;1;1;0;0
6.415;8;60082;10018;22.0;6;1;0;1
18.689;1137;65082;10018;22.0;24;1;1;1
0.063;10079;8000;10019;62887.0;7;0;1;1
0.074;10079;8000;10019;50338.0;7;0;1;1
18.773;10079;22;4718;20064.0;26;1;1;1
0.017;31;123;10018;53666.0;1;1;0;0
0.0;10079;5358;9633;47913.0;1;1;0;0
7.378;10079;22;8;42442.0;4;1;1;0
8.265;10079;22;11;57739.0;10;1;1;1
2.925;10079;22;8493;21345.0;11;1;1;1
9.549;79;49553;10018;22.0;19;1;1;1
0.0;10079;23;5379;52661.0;1;1;0;0
20.961;10079;22;4718;46644.0;26;1;1;1
10.103;78;44874;10018;22.0;17;1;1;1
0.087;10079;8000;10019;62536.0;7;0;1;1
10.196;11;16936;10018;22.0;15;1;1;1
11.78;10079;22;11;45171.0;24;1;1;1
0.0;10079;23;3167;38482.0;1;1;0;0
0.047;10080;62544;10018;8000.0;6;0;1;1
17.702;10079;22;4719;59582.0;26;1;1;1
0.0;10079;23;1219;55196.0;1;1;0;0
0.045;10079;8000;10019;58097.0;7;0;1;1
0.076;10080;51400;10018;8000.0;6;0;1;1
8.656;10079;22;27;32881.0;19;1;1;1
21.436;10079;22;1137;33794.0;27;1;1;1
7.622;8;60029;10018;22.0;7;1;1;0
5.542;10079;22;11;31137.0;8;1;1;1
0.0;10079;1433;850;6000.0;1;1;0;0
6.574;8428;50405;10018;22.0;10;1;1;1
0.054;10080;52596;10018;8000.0;6;0;1;1
10.22;10079;22;11;31310.0;19;1;1;1
132.552;10079;22;8;43909.0;11;1;1;1
0.0;10079;5358;7074;16973.0;1;1;0;0
5.552;10079;22;5986;45868.0;11;1;1;1
0.078;10080;63102;10018;8000.0;6;0;1;1
0.07;10079;8000;10019;49469.0;7;0;1;1
10.258;10079;22;28;54785.0;19;1;1;1
19.127;10079;22;4718;46656.0;26;1;1;1
0.066;10080;50204;10018;8000.0;6;0;1;1
20.452;10079;22;1137;4682.0;26;1;1;1
0.058;10079;8000;10019;54030.0;7;0;1;1
10.309;10079;22;17;43620.0;19;1;1;1
88.397;10079;22;8;47133.0;13;1;1;1
21.269;4739;43120;10018;22.0;24;1;1;1
0.0;10079;5358;995;36337.0;1;1;0;0
9.326;11;22187;10018;22.0;14;1;1;1
0.0;1986;51628;10018;17185.0;1;1;0;0
0.0;3138;290;10018;50802.0;1;1;0;0
0.0;7779;23543;10018;23.0;1;1;0;0
0.0;10079;23;3214;17286.0;1;1;0;0
0.049;10080;52120;10018;8000.0;6;0;1;1
0.012;3598;51893;10018;3398.0;2;1;0;0
0.043;10080;63883;10018;8000.0;6;0;1;1
0.05;10080;57630;10018;8000.0;6;0;1;1
0.051;10080;63661;10018;8000.0;6;0;1;1
0.048;10079;8000;10019;50025.0;7;0;1;1
121.844;8;37498;10018;22.0;6;1;1;1
0.0;2399;63890;10018;23.0;1;1;0;0
12.067;840;54553;10018;22.0;15;1;1;1
0.09;10080;61772;10018;8000.0;6;0;1;1
0.049;10080;63313;10018;8000.0;6;0;1;1
0.0;10079;23;6982;41049.0;1;1;0;0
12.467;10079;22;8489;3849.0;18;1;1;1
8.809;27;53864;10018;22.0;19;1;1;1
18.0;10079;22;1137;39548.0;26;1;1;1
13.005;4602;1590;10018;22.0;14;1;1;0
0.072;10080;62653;10018;8000.0;6;0;1;1
9.38;78;39525;10018;22.0;17;1;1;1
0.0;10079;7547;691;57238.0;1;1;0;0
8.504;8713;50237;10018;22.0;16;1;1;1
10.341;10079;22;9481;52314.0;8;1;1;1
19.915;10079;22;4719;7698.0;30;1;1;1
0.0;1786;31959;10018;465.0;1;1;0;0
19.433;4740;46684;10018;22.0;27;1;1;1
1.635;3087;26668;10018;21.0;3;1;0;0
5.911;10079;22;8;20684.0;8;1;1;0
8.476;10079;22;8;34344.0;5;1;0;0
120.003;10080;61979;10018;8000.0;6;0;1;1
114.008;10080;44182;10018;22.0;89;0;1;1
0.081;10080;63978;10018;8000.0;6;0;1;1
9.225;11;25488;10018;22.0;17;1;1;1
7.784;10079;22;8;41526.0;9;1;1;0
0.95;10079;22;7826;53506.0;5;1;1;1
0.072;10080;63625;10018;8000.0;6;0;1;1
0.105;10079;8000;10019;57934.0;7;0;1;1
0.047;10079;8000;10019;58056.0;7;0;1;1
19.963;10079;22;4718;58826.0;26;1;1;1
8.651;17;46417;10018;22.0;15;1;1;1
0.047;10079;8000;10019;57515.0;7;0;1;1
10.071;16;57466;10018;22.0;17;1;1;1
9.674;11;44042;10018;22.0;17;1;1;1
0.97;7870;19437;10018;22.0;6;1;1;1
9.324;11;37001;10018;22.0;16;1;1;1
19.317;10079;22;1137;3558.0;26;1;1;1
0.06;10080;59112;10018;8000.0;6;0;1;1
0.0;319;51119;10018;17.0;1;1;0;0
0.067;10080;54820;10018;8000.0;6;0;1;1
0.055;10079;8000;10019;50997.0;7;0;1;1
120.887;8;26818;10018;22.0;6;1;1;0
18.14;10079;22;9481;25867.0;29;1;1;1
18.587;10079;22;4687;2184.0;26;1;1;1
0.074;10080;60947;10018;8000.0;6;0;1;1
20.416;4739;14278;10018;22.0;26;1;1;1
0.072;10080;52910;10018;8000.0;6;0;1;1
10.746;10079;22;11;42783.0;19;1;1;1
0.071;10080;52018;10018;8000.0;6;0;1;1
10.172;10079;22;15;58785.0;19;1;1;1
0.057;10079;8000;10019;62503.0;7;0;1;1
0.079;10079;8000;10019;55229.0;7;0;1;1
8.465;10079;22;23;50834.0;19;1;1;1
120.48;8;12457;10018;22.0;5;1;1;1
0.0;10079;2323;359;33333.0;1;1;0;0
73.867;8;44963;10018;22.0;4;1;1;0
6.064;10079;22;5743;48921.0;12;1;1;1
8.94;15;57633;10018;22.0;19;1;1;1
10.133;24;45121;10018;22.0;17;1;1;1
22.238;10079;22;4718;60460.0;26;1;1;1
8.529;79;34242;10018;22.0;15;1;1;1
19.24;1137;33266;10018;22.0;24;1;1;1
8.692;10079;22;8;45163.0;11;1;1;0
0.044;10079;22;631;50261.0;1;1;0;0
0.048;10079;8000;10019;50154.0;7;0;1;1
0.624;3613;63750;10018;22.0;5;1;0;1
0.0;1234;30108;10018;23.0;1;1;0;0
20.406;10079;22;1137;10769.0;26;1;1;1
18.289;10079;22;4718;18320.0;26;1;1;1
0.001;2007;35700;10018;5358.0;1;1;0;0
8.309;10079;22;15;54839.0;19;1;1;1
19.562;10079;22;4718;51218.0;26;1;1;1
9.845;14;52323;10018;22.0;15;1;1;1
10.047;10079;22;15;35892.0;19;1;1;1
