timestamp,host,service,pid,message
Mar 24 22:43:50,ip-10-50-30-100,sshd,6141,Invalid user test from 218.188.2.4
Mar 24 22:43:50,ip-10-50-30-100,sshd,6145,Failed password for root from 218.188.2.4 port 49744
Mar 24 22:43:52,ip-10-50-30-100,sshd,6137,Invalid user test from 218.188.2.4
Mar 24 22:43:53,ip-10-50-30-100,sshd,6138,Invalid user admin from 218.188.2.4
Mar 24 22:43:56,ip-10-50-30-100,sshd,6139,Invalid user guest from 218.188.2.4
Mar 24 22:44:10,ip-10-50-30-100,sshd,6150,Failed password for guest from 218.188.2.4 port 49124
Mar 24 22:44:53,ip-10-50-30-100,sshd,6144,Failed password for guest from 218.188.2.4 port 43009
Mar 24 22:45:01,ip-10-50-30-100,sshd,6156,Failed password for oracle from 218.188.2.4 port 51438
Mar 24 22:45:09,ip-10-50-30-100,sshd,6143,Failed password for admin from 218.188.2.4 port 50908
Mar 24 22:45:16,ip-10-50-30-100,sshd,6155,Failed password for oracle from 218.188.2.4 port 53653
Mar 24 22:46:19,ip-10-50-30-100,sshd,6147,Failed password for test from 218.188.2.4 port 49236
Mar 24 22:46:24,ip-10-50-30-100,sshd,6146,Failed password for root from 218.188.2.4 port 47255
Mar 24 22:46:34,ip-10-50-30-100,sshd,6151,Failed password for user123 from 218.188.2.4 port 39228
Mar 24 22:46:45,ip-10-50-30-100,sshd,6142,Failed password for root from 218.188.2.4 port 58526
Mar 24 22:46:45,ip-10-50-30-100,sshd,6157,Failed password for admin from 218.188.2.4 port 56763
Mar 24 22:46:47,ip-10-50-30-100,sshd,6148,Failed password for test from 218.188.2.4 port 45446
Mar 24 22:47:19,ip-10-50-30-100,sshd,6152,Failed password for admin from 218.188.2.4 port 59633
Mar 24 22:47:39,ip-10-50-30-100,sshd,6153,Failed password for user123 from 218.188.2.4 port 36803
Mar 24 22:48:00,ip-10-50-30-100,sshd,6154,Failed password for oracle from 218.188.2.4 port 44748
Mar 24 22:48:01,ip-10-77-20-248,service,3862,Started cron service
Mar 24 22:48:03,ip-10-50-30-100,sshd,6149,Failed password for root from 218.188.2.4 port 57268
Mar 24 22:48:15,ip-10-50-30-100,sshd,6158,Failed password for user123 from 218.188.2.4 port 54450
Mar 24 22:50:59,ip-10-77-20-248,systemd,2017,Started System maintenance
Mar 24 22:53:56,ip-10-50-30-100,sshd,8233,Accepted publickey for ubuntu from 10.0.0.50
Mar 24 22:56:30,ip-10-50-30-100,cron,8284,Started System maintenance
Mar 24 23:12:15,ip-10-77-20-248,systemd,7893,Started Daily backup
Mar 24 23:25:47,db-server-02,sshd,5654,Accepted publickey for ci-cd from 172.16.0.25
Mar 24 23:29:09,ip-10-77-20-248,systemd,1806,Started Log rotation
Mar 24 23:29:59,ip-10-77-20-248,service,7434,Started mysql service
Mar 24 23:31:02,ip-10-77-20-248,systemd,4223,Started Daily backup
Mar 24 23:34:47,server-prod-01,sshd,7545,Failed password for root from 185.143.223.15 port 35480
Mar 24 23:34:48,server-prod-01,sshd,7531,Invalid user test from 185.143.223.15
Mar 24 23:34:50,server-prod-01,sshd,7530,Invalid user test from 185.143.223.15
Mar 24 23:34:54,db-server-02,systemd,9985,Started Log rotation
Mar 24 23:34:56,server-prod-01,sshd,7529,Invalid user admin from 185.143.223.15
Mar 24 23:35:35,server-prod-01,sshd,7538,Failed password for test from 185.143.223.15 port 47641
Mar 24 23:35:46,server-prod-01,sshd,7544,Failed password for guest from 185.143.223.15 port 34570
Mar 24 23:35:48,server-prod-01,sshd,7536,Failed password for oracle from 185.143.223.15 port 56559
Mar 24 23:36:02,server-prod-01,sshd,7533,Failed password for root from 185.143.223.15 port 52003
Mar 24 23:36:14,server-prod-01,sshd,7546,Failed password for guest from 185.143.223.15 port 53584
Mar 24 23:36:20,server-prod-01,sshd,7547,Failed password for root from 185.143.223.15 port 37463
Mar 24 23:36:21,server-prod-01,sshd,7541,Failed password for guest from 185.143.223.15 port 55829
Mar 24 23:36:24,server-prod-01,sshd,7539,Failed password for guest from 185.143.223.15 port 42834
Mar 24 23:36:50,server-prod-01,sshd,7540,Failed password for admin from 185.143.223.15 port 36946
Mar 24 23:37:16,server-prod-01,sshd,7542,Failed password for root from 185.143.223.15 port 39588
Mar 24 23:37:57,server-prod-01,sshd,7543,Failed password for user123 from 185.143.223.15 port 55450
Mar 24 23:37:57,server-prod-01,sshd,7532,Failed password for admin from 185.143.223.15 port 43651
Mar 24 23:38:04,server-prod-01,sshd,7537,Failed password for test from 185.143.223.15 port 33990
Mar 24 23:38:20,server-prod-01,sshd,7534,Failed password for user123 from 185.143.223.15 port 42205
Mar 24 23:38:46,server-prod-01,sshd,7535,Failed password for root from 185.143.223.15 port 30289
Mar 24 23:51:26,ip-10-77-20-248,sshd,8598,Accepted publickey for admin from 10.0.0.50
Mar 24 23:57:49,ip-10-77-20-248,service,3705,Started cron service
Mar 25 00:07:59,ip-10-77-20-248,sudo,2409,backup : TTY=pts/0 ; COMMAND=/usr/bin/sudo -l
Mar 25 00:08:03,db-server-02,systemd,5051,Started Log rotation
Mar 25 00:12:03,server-prod-01,sudo,5873,deploy : TTY=pts/0 ; COMMAND=git pull
Mar 25 00:14:35,ip-10-50-30-100,sshd,7289,Accepted publickey for deploy from 10.0.0.50
Mar 25 00:17:19,server-prod-01,sshd,9870,Accepted publickey for backup from 172.16.0.25
Mar 25 00:28:03,server-prod-01,service,2894,Started mysql service
Mar 25 00:45:09,server-prod-01,proftpd,5756,Failed password for web_upload from 61.177.172.1
Mar 25 00:45:21,server-prod-01,vsftpd,8757,Failed password for web_upload from 61.177.172.1
Mar 25 00:45:38,server-prod-01,vsftpd,5104,Failed password for web_upload from 61.177.172.1
Mar 25 00:45:50,server-prod-01,vsftpd,8630,Failed password for ftp_user from 61.177.172.1
Mar 25 00:46:20,server-prod-01,pure-ftpd,6098,Failed password for web_upload from 61.177.172.1
Mar 25 00:46:42,server-prod-01,vsftpd,9714,Failed password for backup from 61.177.172.1
Mar 25 00:47:15,server-prod-01,service,7216,Started nginx service
Mar 25 01:14:45,server-prod-01,systemd,6795,Started Log rotation
Mar 25 01:19:22,db-server-02,cron,7983,Started System maintenance
Mar 25 01:20:29,server-prod-01,sshd,7917,Invalid user admin from 218.188.2.4
Mar 25 01:20:31,server-prod-01,sshd,7918,Invalid user admin from 218.188.2.4
Mar 25 01:20:32,server-prod-01,sshd,7916,Invalid user test from 218.188.2.4
Mar 25 01:21:27,server-prod-01,sshd,7938,Failed password for test from 218.188.2.4 port 57933
Mar 25 01:21:37,server-prod-01,sshd,7919,Failed password for oracle from 218.188.2.4 port 52742
Mar 25 01:21:50,server-prod-01,sshd,7925,Failed password for oracle from 218.188.2.4 port 58148
Mar 25 01:22:05,server-prod-01,sshd,7924,Failed password for root from 218.188.2.4 port 36008
Mar 25 01:22:13,server-prod-01,sshd,7934,Failed password for user123 from 218.188.2.4 port 35986
Mar 25 01:22:17,server-prod-01,sshd,7928,Failed password for admin from 218.188.2.4 port 50676
Mar 25 01:22:19,server-prod-01,sshd,7920,Failed password for root from 218.188.2.4 port 41679
Mar 25 01:22:38,server-prod-01,sshd,7929,Failed password for guest from 218.188.2.4 port 59626
Mar 25 01:22:42,server-prod-01,sshd,7937,Failed password for root from 218.188.2.4 port 32012
Mar 25 01:22:49,server-prod-01,sshd,7927,Failed password for admin from 218.188.2.4 port 48557
Mar 25 01:22:50,server-prod-01,sshd,7923,Failed password for admin from 218.188.2.4 port 45656
Mar 25 01:23:15,server-prod-01,sshd,7931,Failed password for guest from 218.188.2.4 port 56336
Mar 25 01:23:52,server-prod-01,sshd,7921,Failed password for guest from 218.188.2.4 port 37610
Mar 25 01:24:15,server-prod-01,sshd,7940,Failed password for guest from 218.188.2.4 port 46981
Mar 25 01:24:24,server-prod-01,sshd,7936,Failed password for user123 from 218.188.2.4 port 36502
Mar 25 01:24:25,server-prod-01,sshd,7922,Failed password for user123 from 218.188.2.4 port 47163
Mar 25 01:24:27,server-prod-01,sshd,7935,Failed password for user123 from 218.188.2.4 port 36965
Mar 25 01:24:39,server-prod-01,sshd,7926,Failed password for admin from 218.188.2.4 port 54323
Mar 25 01:24:41,server-prod-01,sshd,7932,Failed password for test from 218.188.2.4 port 36171
Mar 25 01:24:58,server-prod-01,sshd,7933,Failed password for oracle from 218.188.2.4 port 55615
Mar 25 01:25:10,server-prod-01,sshd,7939,Failed password for user123 from 218.188.2.4 port 37545
Mar 25 01:25:15,server-prod-01,sshd,7930,Failed password for admin from 218.188.2.4 port 41893
Mar 25 01:26:09,db-server-02,sshd,9752,Accepted publickey for ubuntu from 172.16.0.25
Mar 25 01:26:47,db-server-02,pure-ftpd,5400,"Connection from 172.16.0.25, user ftp_user, command LIST"
Mar 25 01:27:26,ip-10-77-20-248,sshd,1553,Accepted publickey for deploy from 85.245.107.41
Mar 25 01:31:29,server-prod-01,cron,1688,Started Daily backup
Mar 25 01:48:07,server-prod-01,vsftpd,5979,"Connection from 172.16.0.25, user backup, command STOR backup.zip"
Mar 25 01:49:08,ip-10-77-20-248,service,2622,Started docker service
Mar 25 01:51:22,db-server-02,pure-ftpd,9834,"Connection from 10.0.0.50, user ftp_user, command CWD /uploads"
Mar 25 01:58:26,ip-10-77-20-248,service,2872,Started postgres service
Mar 25 02:03:44,server-prod-01,systemd,4324,Started Log rotation
Mar 25 02:07:28,ip-10-50-30-100,sudo,2637,ubuntu : TTY=pts/0 ; COMMAND=cat /var/log/syslog
Mar 25 02:11:33,server-prod-01,sudo,6095,ubuntu : TTY=pts/2 ; COMMAND=cd /var/www
Mar 25 02:14:54,ip-10-77-20-248,sshd,7704,Accepted publickey for ubuntu from 192.168.1.100
Mar 25 02:24:42,ip-10-50-30-100,sudo,4766,deploy : TTY=pts/2 ; COMMAND=/usr/bin/sudo -l
Mar 25 02:36:19,db-server-02,vsftpd,1100,"Connection from 192.168.1.100, user ftp_user, command CWD /uploads"
Mar 25 02:49:41,db-server-02,systemd,8385,Started System maintenance
Mar 25 02:53:36,ip-10-77-20-248,cron,4032,Started Log rotation
Mar 25 02:57:43,ip-10-77-20-248,sudo,1713,developer : TTY=pts/2 ; COMMAND=apt update
Mar 25 03:01:31,ip-10-77-20-248,cron,7081,Started System maintenance
Mar 25 03:08:34,server-prod-01,sudo,4920,deploy : TTY=pts/1 ; COMMAND=git pull
Mar 25 03:10:34,ip-10-50-30-100,sudo,3371,admin : TTY=pts/1 ; COMMAND=cd /var/www
Mar 25 03:26:16,ip-10-77-20-248,cron,5569,Started Log rotation
Mar 25 03:28:48,server-prod-01,systemd,1089,Started Log rotation
Mar 25 03:53:27,ip-10-77-20-248,systemd,2171,Started System maintenance
Mar 25 04:07:13,ip-10-77-20-248,sshd,8232,Failed password for backup from 172.16.0.25 port 36765
Mar 25 04:12:23,server-prod-01,sshd,9411,Invalid user guest from 51.15.20.30
Mar 25 04:12:28,server-prod-01,sshd,9410,Invalid user guest from 51.15.20.30
Mar 25 04:12:29,server-prod-01,sshd,9427,Failed password for oracle from 51.15.20.30 port 52289
Mar 25 04:12:32,server-prod-01,sshd,9412,Invalid user guest from 51.15.20.30
Mar 25 04:12:33,server-prod-01,sshd,9409,Invalid user guest from 51.15.20.30
Mar 25 04:12:52,server-prod-01,sshd,9426,Failed password for guest from 51.15.20.30 port 37420
Mar 25 04:12:52,server-prod-01,sshd,9428,Failed password for oracle from 51.15.20.30 port 34070
Mar 25 04:12:57,server-prod-01,sshd,9421,Failed password for admin from 51.15.20.30 port 42561
Mar 25 04:13:22,server-prod-01,sshd,9417,Failed password for test from 51.15.20.30 port 34301
Mar 25 04:13:31,server-prod-01,sshd,9420,Failed password for test from 51.15.20.30 port 37877
Mar 25 04:13:40,server-prod-01,sshd,9424,Failed password for oracle from 51.15.20.30 port 55906
Mar 25 04:13:40,server-prod-01,sshd,9430,Failed password for oracle from 51.15.20.30 port 43803
Mar 25 04:14:12,server-prod-01,sshd,9423,Failed password for guest from 51.15.20.30 port 47656
Mar 25 04:14:13,server-prod-01,sshd,9418,Failed password for test from 51.15.20.30 port 53564
Mar 25 04:14:13,server-prod-01,sshd,9422,Failed password for oracle from 51.15.20.30 port 40824
Mar 25 04:14:16,server-prod-01,sshd,9413,Failed password for test from 51.15.20.30 port 39545
Mar 25 04:14:25,server-prod-01,sshd,9429,Failed password for guest from 51.15.20.30 port 47297
Mar 25 04:14:54,server-prod-01,sshd,9425,Failed password for oracle from 51.15.20.30 port 53694
Mar 25 04:15:03,server-prod-01,sshd,9416,Failed password for user123 from 51.15.20.30 port 32708
Mar 25 04:15:37,server-prod-01,sshd,9415,Failed password for guest from 51.15.20.30 port 48006
Mar 25 04:17:04,server-prod-01,sshd,9419,Failed password for oracle from 51.15.20.30 port 44398
Mar 25 04:17:11,server-prod-01,sshd,9414,Failed password for guest from 51.15.20.30 port 34814
Mar 25 04:21:06,db-server-02,service,7744,Started cron service
Mar 25 04:23:45,server-prod-01,sudo,5491,admin : TTY=pts/1 ; COMMAND=cd /var/www
Mar 25 04:28:46,ip-10-50-30-100,cron,7281,Started Log rotation
Mar 25 04:31:56,db-server-02,service,4126,Started mysql service
Mar 25 04:39:34,server-prod-01,vsftpd,6058,Failed password for backup from 218.188.2.4
Mar 25 04:39:51,server-prod-01,pure-ftpd,5048,Failed password for backup from 218.188.2.4
Mar 25 04:40:08,server-prod-01,proftpd,7306,Failed password for backup from 218.188.2.4
Mar 25 04:40:11,server-prod-01,proftpd,5802,Failed password for backup from 218.188.2.4
Mar 25 04:40:27,server-prod-01,pure-ftpd,8538,Failed password for ftp_user from 218.188.2.4
Mar 25 04:40:34,server-prod-01,vsftpd,8603,Failed password for web_upload from 218.188.2.4
Mar 25 04:40:44,server-prod-01,proftpd,5046,Failed password for backup from 218.188.2.4
Mar 25 04:40:46,ip-10-77-20-248,systemd,8203,Started Log rotation
Mar 25 04:40:51,server-prod-01,vsftpd,5869,Failed password for web_upload from 218.188.2.4
Mar 25 04:40:59,server-prod-01,proftpd,8478,Failed password for ftp_user from 218.188.2.4
Mar 25 04:41:15,server-prod-01,pure-ftpd,5257,Failed password for ftp_user from 218.188.2.4
Mar 25 04:50:33,db-server-02,systemd,9212,Started Log rotation
Mar 25 04:51:06,server-prod-01,sshd,6879,Accepted publickey for ubuntu from 10.0.0.50
Mar 25 05:19:21,db-server-02,apache2,5695,"62.210.83.178 - - [15/Apr/2025:22:45:32] ""GET /.git/config HTTP/1.1"" 404"
Mar 25 05:19:44,db-server-02,nginx,7210,"62.210.83.178 - - [15/Apr/2025:22:45:32] ""GET /.git/config HTTP/1.1"" 404"
Mar 25 05:19:46,ip-10-77-20-248,sshd,5391,Accepted publickey for deploy from 192.168.1.100
Mar 25 05:20:00,db-server-02,apache2,9516,"62.210.83.178 - - [15/Apr/2025:22:45:32] ""POST /api/v1/login HTTP/1.1"" 404"
Mar 25 05:20:12,db-server-02,apache2,6354,"62.210.83.178 - - [15/Apr/2025:22:45:32] ""GET /.git/config HTTP/1.1"" 404"
Mar 25 05:26:38,server-prod-01,sudo,9342,admin : TTY=pts/0 ; COMMAND=systemctl restart nginx
Mar 25 05:28:50,ip-10-77-20-248,service,1699,Started docker service
Mar 25 05:32:25,db-server-02,sudo,9923,ci-cd : TTY=pts/1 ; COMMAND=/usr/bin/sudo -l
Mar 25 05:38:54,db-server-02,sshd,7351,Accepted publickey for developer from 10.0.0.50
Mar 25 05:39:29,server-prod-01,sudo,1128,ci-cd : TTY=pts/2 ; COMMAND=cd /var/www
Mar 25 05:41:14,db-server-02,sshd,7306,Accepted publickey for ci-cd from 192.168.1.100
Mar 25 05:42:37,db-server-02,service,2387,Started redis service
Mar 25 05:53:25,db-server-02,service,5176,Started postgres service
Mar 25 05:53:41,ip-10-77-20-248,sshd,1569,Accepted publickey for developer from 85.245.107.41
Mar 25 05:55:44,server-prod-01,sshd,1539,Accepted publickey for ci-cd from 85.245.107.41
Mar 25 06:00:26,db-server-02,cron,6016,Started Daily backup
Mar 25 06:04:16,db-server-02,systemd,2901,Started System maintenance
Mar 25 06:07:17,ip-10-77-20-248,cron,8617,Started System maintenance
Mar 25 06:07:58,server-prod-01,systemd,8690,Started Log rotation
Mar 25 06:10:12,ip-10-50-30-100,vsftpd,9020,Failed password for ftp_user from 45.227.253.109
Mar 25 06:10:13,ip-10-50-30-100,vsftpd,9304,Failed password for backup from 45.227.253.109
Mar 25 06:10:31,ip-10-50-30-100,proftpd,8831,Failed password for ftp_user from 45.227.253.109
Mar 25 06:10:34,ip-10-50-30-100,proftpd,6139,Failed password for web_upload from 45.227.253.109
Mar 25 06:10:35,ip-10-50-30-100,vsftpd,7267,Failed password for backup from 45.227.253.109
Mar 25 06:11:02,ip-10-50-30-100,proftpd,9967,Failed password for ftp_user from 45.227.253.109
Mar 25 06:11:10,ip-10-50-30-100,pure-ftpd,7175,Failed password for ftp_user from 45.227.253.109
Mar 25 06:11:21,ip-10-50-30-100,pure-ftpd,8912,Failed password for backup from 45.227.253.109
Mar 25 06:11:29,ip-10-50-30-100,pure-ftpd,9584,Failed password for web_upload from 45.227.253.109
Mar 25 06:11:36,ip-10-50-30-100,pure-ftpd,9294,Failed password for web_upload from 45.227.253.109
Mar 25 06:11:38,ip-10-50-30-100,vsftpd,9976,Failed password for backup from 45.227.253.109
Mar 25 06:11:49,ip-10-50-30-100,vsftpd,8242,Failed password for backup from 45.227.253.109
Mar 25 06:11:51,ip-10-50-30-100,vsftpd,5920,Failed password for web_upload from 45.227.253.109
Mar 25 06:12:03,ip-10-50-30-100,proftpd,6832,Failed password for ftp_user from 45.227.253.109
Mar 25 06:29:52,db-server-02,systemd,9672,Started Daily backup
Mar 25 06:39:02,ip-10-50-30-100,sudo,6105,developer : TTY=pts/0 ; COMMAND=/usr/bin/sudo -l
Mar 25 06:39:56,ip-10-50-30-100,bash,6248,grep -r 'password' /etc/
Mar 25 07:09:21,server-prod-01,sudo,2957,developer : TTY=pts/0 ; COMMAND=/usr/bin/sudo -l
Mar 25 07:39:05,db-server-02,sudo,6468,ubuntu : TTY=pts/1 ; COMMAND=ls -la
Mar 25 07:39:14,server-prod-01,service,7925,Started redis service
Mar 25 07:52:40,db-server-02,service,4087,Started mysql service
Mar 25 08:04:12,ip-10-77-20-248,cron,8717,Started System maintenance
Mar 25 08:04:14,ip-10-77-20-248,sudo,2059,deploy : TTY=pts/0 ; COMMAND=/usr/bin/sudo -l
Mar 25 08:09:50,server-prod-01,systemd,1844,Started System maintenance
Mar 25 08:21:52,ip-10-50-30-100,sshd,9247,Accepted publickey for admin from 85.245.107.41
Mar 25 08:32:25,db-server-02,cron,4022,Started Daily backup
Mar 25 08:49:39,ip-10-50-30-100,sshd,4599,Accepted publickey for developer from 192.168.1.100
Mar 25 09:05:20,db-server-02,sshd,2546,Accepted publickey for backup from 10.0.0.50
Mar 25 09:24:27,server-prod-01,cron,2671,Started System maintenance
Mar 25 09:28:17,ip-10-50-30-100,service,1744,Started mysql service
Mar 25 09:30:50,server-prod-01,service,5408,Started mysql service
Mar 25 09:40:43,ip-10-50-30-100,sshd,9665,Invalid user guest from 185.143.223.15
Mar 25 09:40:46,ip-10-50-30-100,sshd,9667,Invalid user guest from 185.143.223.15
Mar 25 09:40:52,ip-10-50-30-100,sshd,9668,Invalid user admin from 185.143.223.15
Mar 25 09:40:53,ip-10-50-30-100,sshd,9666,Invalid user admin from 185.143.223.15
Mar 25 09:41:01,ip-10-50-30-100,sshd,9674,Failed password for guest from 185.143.223.15 port 52241
Mar 25 09:41:02,ip-10-50-30-100,sshd,9669,Failed password for root from 185.143.223.15 port 43731
Mar 25 09:41:30,ip-10-50-30-100,sshd,9686,Failed password for guest from 185.143.223.15 port 50454
Mar 25 09:41:35,ip-10-50-30-100,sshd,9689,Failed password for admin from 185.143.223.15 port 31226
Mar 25 09:41:39,ip-10-50-30-100,sshd,9679,Failed password for guest from 185.143.223.15 port 51861
Mar 25 09:41:43,ip-10-50-30-100,sshd,9677,Failed password for root from 185.143.223.15 port 44494
Mar 25 09:41:45,ip-10-50-30-100,sshd,9694,Failed password for admin from 185.143.223.15 port 33252
Mar 25 09:41:46,ip-10-50-30-100,sshd,9683,Failed password for admin from 185.143.223.15 port 34111
Mar 25 09:42:06,ip-10-50-30-100,sshd,9678,Failed password for test from 185.143.223.15 port 50705
Mar 25 09:42:11,ip-10-50-30-100,sshd,9692,Failed password for root from 185.143.223.15 port 54456
Mar 25 09:42:18,ip-10-50-30-100,sshd,9673,Failed password for oracle from 185.143.223.15 port 45533
Mar 25 09:43:11,ip-10-50-30-100,sshd,9676,Failed password for guest from 185.143.223.15 port 38725
Mar 25 09:43:25,ip-10-50-30-100,sshd,9671,Failed password for guest from 185.143.223.15 port 34024
Mar 25 09:43:30,ip-10-50-30-100,sshd,9693,Failed password for test from 185.143.223.15 port 36331
Mar 25 09:43:30,ip-10-50-30-100,sshd,9680,Failed password for oracle from 185.143.223.15 port 33667
Mar 25 09:43:40,ip-10-50-30-100,sshd,9685,Failed password for user123 from 185.143.223.15 port 50160
Mar 25 09:43:45,ip-10-50-30-100,sshd,9688,Failed password for guest from 185.143.223.15 port 40911
Mar 25 09:43:47,ip-10-50-30-100,sshd,9670,Failed password for admin from 185.143.223.15 port 55014
Mar 25 09:43:59,ip-10-50-30-100,sshd,9687,Failed password for oracle from 185.143.223.15 port 33845
Mar 25 09:44:26,ip-10-50-30-100,sshd,9690,Failed password for oracle from 185.143.223.15 port 57730
Mar 25 09:44:41,ip-10-50-30-100,sshd,9684,Failed password for admin from 185.143.223.15 port 40537
Mar 25 09:44:48,ip-10-50-30-100,sshd,9681,Failed password for root from 185.143.223.15 port 41249
Mar 25 09:45:07,ip-10-50-30-100,sshd,9691,Failed password for admin from 185.143.223.15 port 31723
Mar 25 09:45:11,ip-10-50-30-100,sshd,9695,Failed password for test from 185.143.223.15 port 44211
Mar 25 09:45:19,ip-10-50-30-100,sshd,9675,Failed password for user123 from 185.143.223.15 port 40131
Mar 25 09:45:25,ip-10-50-30-100,sshd,9672,Failed password for guest from 185.143.223.15 port 54276
Mar 25 09:45:34,ip-10-50-30-100,sshd,9682,Failed password for test from 185.143.223.15 port 55394
Mar 25 09:45:41,ip-10-50-30-100,cron,5046,Started Log rotation
Mar 25 09:51:08,server-prod-01,systemd,5676,Started Log rotation
Mar 25 09:56:03,server-prod-01,systemd,3858,Started Log rotation
Mar 25 10:06:57,ip-10-77-20-248,sudo,3638,deploy : TTY=pts/0 ; COMMAND=git pull
Mar 25 10:08:18,ip-10-50-30-100,service,5090,Started nginx service
Mar 25 10:30:17,server-prod-01,sshd,4672,Accepted publickey for deploy from 192.168.1.100
Mar 25 10:36:28,db-server-02,cron,5916,Started Daily backup
Mar 25 10:46:36,server-prod-01,systemd,5956,Started Log rotation
Mar 25 10:47:40,ip-10-77-20-248,sudo,3343,admin : TTY=pts/2 ; COMMAND=apt update
Mar 25 10:47:57,ip-10-77-20-248,service,1777,Started docker service
Mar 25 10:57:31,db-server-02,vsftpd,6882,Failed password for web_upload from 45.227.253.109
Mar 25 10:57:32,db-server-02,pure-ftpd,7500,Failed password for ftp_user from 45.227.253.109
Mar 25 10:57:38,db-server-02,proftpd,9282,Failed password for ftp_user from 45.227.253.109
Mar 25 10:57:44,db-server-02,proftpd,7722,Failed password for ftp_user from 45.227.253.109
Mar 25 10:57:48,db-server-02,pure-ftpd,9073,Failed password for ftp_user from 45.227.253.109
Mar 25 10:57:52,db-server-02,vsftpd,9607,Failed password for web_upload from 45.227.253.109
Mar 25 10:57:52,db-server-02,vsftpd,9564,Failed password for web_upload from 45.227.253.109
Mar 25 10:58:27,db-server-02,pure-ftpd,5792,Failed password for ftp_user from 45.227.253.109
Mar 25 10:58:32,db-server-02,vsftpd,6232,Failed password for backup from 45.227.253.109
Mar 25 10:58:33,db-server-02,proftpd,5227,Failed password for backup from 45.227.253.109
Mar 25 10:58:34,db-server-02,proftpd,9003,Failed password for web_upload from 45.227.253.109
Mar 25 10:58:42,db-server-02,vsftpd,9516,Failed password for backup from 45.227.253.109
Mar 25 10:58:57,server-prod-01,cron,7618,Started Log rotation
Mar 25 10:59:12,db-server-02,pure-ftpd,5618,Failed password for web_upload from 45.227.253.109
Mar 25 10:59:19,db-server-02,vsftpd,7380,Failed password for backup from 45.227.253.109
Mar 25 11:13:07,db-server-02,service,8298,Started mysql service
Mar 25 11:24:56,ip-10-77-20-248,sshd,6373,Accepted publickey for ubuntu from 172.16.0.25
Mar 25 11:38:10,server-prod-01,sshd,5364,Accepted publickey for ubuntu from 192.168.1.100
Mar 25 11:43:47,db-server-02,sudo,9849,deploy : TTY=pts/2 ; COMMAND=ls -la
Mar 25 11:47:31,db-server-02,sshd,1046,Failed password for ci-cd from 85.245.107.41 port 55338
Mar 25 12:04:34,server-prod-01,proftpd,8482,Failed password for backup from 185.143.223.15
Mar 25 12:04:51,server-prod-01,vsftpd,7201,Failed password for backup from 185.143.223.15
Mar 25 12:04:56,server-prod-01,proftpd,6733,Failed password for backup from 185.143.223.15
Mar 25 12:06:03,server-prod-01,proftpd,8546,Failed password for ftp_user from 185.143.223.15
Mar 25 12:06:12,server-prod-01,pure-ftpd,7595,Failed password for ftp_user from 185.143.223.15
Mar 25 12:23:48,server-prod-01,sudo,5433,ubuntu : TTY=pts/2 ; COMMAND=/usr/bin/sudo -l
Mar 25 12:24:21,server-prod-01,bash,5578,grep -r 'password' /etc/
Mar 25 12:24:57,server-prod-01,sudo,8928,ubuntu : TTY=pts/1 ; COMMAND=find / -perm -4000 -type f 2>/dev/null
Mar 25 12:26:31,db-server-02,sshd,6123,Failed password for oracle from 51.15.20.30 port 49184
Mar 25 12:26:36,db-server-02,sshd,6111,Invalid user test from 51.15.20.30
Mar 25 12:26:42,db-server-02,sshd,6112,Invalid user guest from 51.15.20.30
Mar 25 12:26:44,db-server-02,sshd,6110,Invalid user test from 51.15.20.30
Mar 25 12:26:53,db-server-02,sshd,6131,Failed password for user123 from 51.15.20.30 port 31641
Mar 25 12:27:01,db-server-02,sshd,6114,Failed password for test from 51.15.20.30 port 36129
Mar 25 12:27:17,db-server-02,sshd,6113,Failed password for admin from 51.15.20.30 port 47424
Mar 25 12:27:39,db-server-02,sshd,6135,Failed password for guest from 51.15.20.30 port 35940
Mar 25 12:27:42,db-server-02,sshd,6120,Failed password for admin from 51.15.20.30 port 53217
Mar 25 12:28:09,db-server-02,sshd,6133,Failed password for root from 51.15.20.30 port 58041
Mar 25 12:28:10,db-server-02,sshd,6118,Failed password for admin from 51.15.20.30 port 50876
Mar 25 12:28:19,db-server-02,sshd,6126,Failed password for guest from 51.15.20.30 port 50829
Mar 25 12:28:26,db-server-02,sshd,6115,Failed password for admin from 51.15.20.30 port 30857
Mar 25 12:28:42,db-server-02,sshd,6132,Failed password for test from 51.15.20.30 port 37912
Mar 25 12:28:48,db-server-02,sshd,6116,Failed password for admin from 51.15.20.30 port 33605
Mar 25 12:29:06,db-server-02,sshd,6127,Failed password for oracle from 51.15.20.30 port 50481
Mar 25 12:29:27,db-server-02,sshd,6136,Failed password for oracle from 51.15.20.30 port 47289
Mar 25 12:29:33,db-server-02,sshd,6134,Failed password for admin from 51.15.20.30 port 40478
Mar 25 12:29:34,db-server-02,sshd,6130,Failed password for oracle from 51.15.20.30 port 37584
Mar 25 12:29:40,db-server-02,sshd,6121,Failed password for oracle from 51.15.20.30 port 31714
Mar 25 12:29:42,db-server-02,sshd,6129,Failed password for test from 51.15.20.30 port 47696
Mar 25 12:30:20,db-server-02,sshd,6119,Failed password for admin from 51.15.20.30 port 42249
Mar 25 12:30:51,db-server-02,sshd,6124,Failed password for root from 51.15.20.30 port 37046
Mar 25 12:30:52,db-server-02,sshd,6125,Failed password for user123 from 51.15.20.30 port 52527
